"","Block","Subplot","LegacySpp","year","planting","weeding","original_legacy_cover","new_legacy_cover","exotic_grass_other","exotic_forb_other","native_grass_other","native_forb_other","bare_ground","litter","exotic_other_total","exotic_total","species","cover","life_form","native_status"
"831",4,"D","EUPESU",2022,"S","W",25,0,NA,NA,NA,NA,NA,NA,15,40,"EUPESU",25,"forb","exotic"
"832",4,"D","EUPESU",2022,"S","W",25,0,NA,NA,NA,NA,NA,NA,15,40,"POTREC",NA,"forb","exotic"
"833",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"ACHMIL",NA,"forb","native"
"834",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"ERISPE",NA,"forb","native"
"835",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"GAIARI",NA,"forb","native"
"836",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"LINLEW",NA,"forb","native"
"837",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"PENSTR",NA,"forb","native"
"838",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"BOUGRA",NA,"grass","native"
"839",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"ELYELY",NA,"grass","native"
"840",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"KOEMAC",NA,"grass","native"
"841",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"PSESPE",NA,"grass","native"
"842",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"BROTEC",NA,"grass","exotic"
"843",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"CENSTO",NA,"forb","exotic"
"844",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"EUPESU",NA,"forb","exotic"
"845",4,"A","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"POTREC",NA,"forb","exotic"
"846",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"ACHMIL",NA,"forb","native"
"847",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"ERISPE",NA,"forb","native"
"848",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"GAIARI",NA,"forb","native"
"849",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"LINLEW",NA,"forb","native"
"850",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"PENSTR",NA,"forb","native"
"851",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"BOUGRA",NA,"grass","native"
"852",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"ELYELY",NA,"grass","native"
"853",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"KOEMAC",NA,"grass","native"
"854",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"PSESPE",NA,"grass","native"
"855",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"BROTEC",NA,"grass","exotic"
"856",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"CENSTO",NA,"forb","exotic"
"857",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"EUPESU",NA,"forb","exotic"
"858",4,"B","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,25,25,"POTREC",NA,"forb","exotic"
"859",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"ACHMIL",NA,"forb","native"
"860",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"ERISPE",NA,"forb","native"
"861",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"GAIARI",NA,"forb","native"
"862",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"LINLEW",NA,"forb","native"
"863",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"PENSTR",NA,"forb","native"
"864",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"BOUGRA",NA,"grass","native"
"865",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"ELYELY",NA,"grass","native"
"866",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"KOEMAC",NA,"grass","native"
"867",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"PSESPE",NA,"grass","native"
"868",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"BROTEC",NA,"grass","exotic"
"869",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"CENSTO",NA,"forb","exotic"
"870",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"EUPESU",NA,"forb","exotic"
"871",4,"C","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,70,70,"POTREC",NA,"forb","exotic"
"872",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"ACHMIL",NA,"forb","native"
"873",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"ERISPE",NA,"forb","native"
"874",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"GAIARI",NA,"forb","native"
"875",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"LINLEW",NA,"forb","native"
"876",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"PENSTR",NA,"forb","native"
"877",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"BOUGRA",NA,"grass","native"
"878",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"ELYELY",NA,"grass","native"
"879",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"KOEMAC",NA,"grass","native"
"880",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"PSESPE",NA,"grass","native"
"881",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"BROTEC",NA,"grass","exotic"
"882",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"CENSTO",NA,"forb","exotic"
"883",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"EUPESU",NA,"forb","exotic"
"884",4,"D","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,30,30,"POTREC",NA,"forb","exotic"
"885",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"ACHMIL",NA,"forb","native"
"886",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"ERISPE",NA,"forb","native"
"887",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"GAIARI",NA,"forb","native"
"888",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"LINLEW",NA,"forb","native"
"889",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"PENSTR",NA,"forb","native"
"890",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"BOUGRA",NA,"grass","native"
"891",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"ELYELY",NA,"grass","native"
"892",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"KOEMAC",NA,"grass","native"
"893",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"PSESPE",NA,"grass","native"
"894",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"BROTEC",NA,"grass","exotic"
"895",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"CENSTO",0,"forb","exotic"
"896",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"EUPESU",NA,"forb","exotic"
"897",4,"A","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,35,35,"POTREC",NA,"forb","exotic"
"898",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"ACHMIL",NA,"forb","native"
"899",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"ERISPE",NA,"forb","native"
"900",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"GAIARI",NA,"forb","native"
"901",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"LINLEW",NA,"forb","native"
"902",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"PENSTR",NA,"forb","native"
"903",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"BOUGRA",NA,"grass","native"
"904",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"ELYELY",NA,"grass","native"
"905",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"KOEMAC",NA,"grass","native"
"906",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"PSESPE",NA,"grass","native"
"907",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"BROTEC",NA,"grass","exotic"
"908",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"CENSTO",0,"forb","exotic"
"909",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"EUPESU",NA,"forb","exotic"
"910",4,"B","CENSTO",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,20,20,"POTREC",NA,"forb","exotic"
"911",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"ACHMIL",NA,"forb","native"
"912",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"ERISPE",NA,"forb","native"
"913",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"GAIARI",NA,"forb","native"
"914",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"LINLEW",NA,"forb","native"
"915",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"PENSTR",NA,"forb","native"
"916",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"BOUGRA",NA,"grass","native"
"917",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"ELYELY",NA,"grass","native"
"918",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"KOEMAC",NA,"grass","native"
"919",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"PSESPE",NA,"grass","native"
"920",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"BROTEC",NA,"grass","exotic"
"921",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"CENSTO",0,"forb","exotic"
"922",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"EUPESU",NA,"forb","exotic"
"923",4,"C","CENSTO",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,20,20,"POTREC",NA,"forb","exotic"
"924",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"ACHMIL",NA,"forb","native"
"925",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"ERISPE",NA,"forb","native"
"926",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"GAIARI",NA,"forb","native"
"927",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"LINLEW",NA,"forb","native"
"928",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"PENSTR",NA,"forb","native"
"929",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"BOUGRA",NA,"grass","native"
"930",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"ELYELY",NA,"grass","native"
"931",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"KOEMAC",NA,"grass","native"
"932",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"PSESPE",NA,"grass","native"
"933",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"BROTEC",NA,"grass","exotic"
"934",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"CENSTO",0,"forb","exotic"
"935",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"EUPESU",NA,"forb","exotic"
"936",4,"D","CENSTO",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,35,35,"POTREC",NA,"forb","exotic"
"937",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"ACHMIL",NA,"forb","native"
"938",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"ERISPE",NA,"forb","native"
"939",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"GAIARI",NA,"forb","native"
"940",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"LINLEW",NA,"forb","native"
"941",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"PENSTR",NA,"forb","native"
"942",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"BOUGRA",NA,"grass","native"
"943",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"ELYELY",NA,"grass","native"
"944",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"KOEMAC",NA,"grass","native"
"945",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"PSESPE",NA,"grass","native"
"946",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"BROTEC",NA,"grass","exotic"
"947",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"CENSTO",NA,"forb","exotic"
"948",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"EUPESU",NA,"forb","exotic"
"949",4,"A","POTREC",2022,"S","W",4,0,NA,NA,NA,NA,NA,NA,1,5,"POTREC",4,"forb","exotic"
"950",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"ACHMIL",NA,"forb","native"
"951",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"ERISPE",NA,"forb","native"
"952",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"GAIARI",NA,"forb","native"
"953",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"LINLEW",NA,"forb","native"
"954",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"PENSTR",NA,"forb","native"
"955",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"BOUGRA",NA,"grass","native"
"956",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"ELYELY",NA,"grass","native"
"957",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"KOEMAC",NA,"grass","native"
"958",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"PSESPE",NA,"grass","native"
"959",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"BROTEC",NA,"grass","exotic"
"960",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"CENSTO",NA,"forb","exotic"
"961",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"EUPESU",NA,"forb","exotic"
"962",4,"B","POTREC",2022,"S","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"POTREC",5,"forb","exotic"
"963",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"ACHMIL",NA,"forb","native"
"964",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"ERISPE",NA,"forb","native"
"965",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"GAIARI",NA,"forb","native"
"966",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"LINLEW",NA,"forb","native"
"967",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"PENSTR",NA,"forb","native"
"968",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"BOUGRA",NA,"grass","native"
"969",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"ELYELY",NA,"grass","native"
"970",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"KOEMAC",NA,"grass","native"
"971",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"PSESPE",NA,"grass","native"
"972",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"BROTEC",NA,"grass","exotic"
"973",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"CENSTO",NA,"forb","exotic"
"974",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"EUPESU",NA,"forb","exotic"
"975",4,"C","POTREC",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"POTREC",0,"forb","exotic"
"976",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"ACHMIL",NA,"forb","native"
"977",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"ERISPE",NA,"forb","native"
"978",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"GAIARI",NA,"forb","native"
"979",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"LINLEW",NA,"forb","native"
"980",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"PENSTR",NA,"forb","native"
"981",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"BOUGRA",NA,"grass","native"
"982",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"ELYELY",NA,"grass","native"
"983",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"KOEMAC",NA,"grass","native"
"984",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"PSESPE",NA,"grass","native"
"985",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"BROTEC",NA,"grass","exotic"
"986",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"CENSTO",NA,"forb","exotic"
"987",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"EUPESU",NA,"forb","exotic"
"988",4,"D","POTREC",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,10,15,"POTREC",5,"forb","exotic"
"989",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"ACHMIL",NA,"forb","native"
"990",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"ERISPE",NA,"forb","native"
"991",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"GAIARI",NA,"forb","native"
"992",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"LINLEW",NA,"forb","native"
"993",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"PENSTR",NA,"forb","native"
"994",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"BOUGRA",NA,"grass","native"
"995",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"ELYELY",NA,"grass","native"
"996",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"KOEMAC",NA,"grass","native"
"997",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"PSESPE",NA,"grass","native"
"998",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"BROTEC",30,"grass","exotic"
"999",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"CENSTO",NA,"forb","exotic"
"1000",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"EUPESU",NA,"forb","exotic"
"1001",4,"A","BROTEC",2022,"S","C",30,0,NA,NA,NA,NA,NA,NA,10,40,"POTREC",NA,"forb","exotic"
"1002",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"ACHMIL",NA,"forb","native"
"1003",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"ERISPE",NA,"forb","native"
"1004",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"GAIARI",NA,"forb","native"
"1005",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"LINLEW",NA,"forb","native"
"1006",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"PENSTR",NA,"forb","native"
"1007",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"BOUGRA",NA,"grass","native"
"1008",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"ELYELY",NA,"grass","native"
"1009",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"KOEMAC",NA,"grass","native"
"1010",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"PSESPE",NA,"grass","native"
"1011",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"BROTEC",50,"grass","exotic"
"1012",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"CENSTO",NA,"forb","exotic"
"1013",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"EUPESU",NA,"forb","exotic"
"1014",4,"B","BROTEC",2022,"S","W",50,0,NA,NA,NA,NA,NA,NA,20,70,"POTREC",NA,"forb","exotic"
"1015",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"ACHMIL",NA,"forb","native"
"1016",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"ERISPE",NA,"forb","native"
"1017",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"GAIARI",NA,"forb","native"
"1018",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"LINLEW",NA,"forb","native"
"1019",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"PENSTR",NA,"forb","native"
"1020",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"BOUGRA",NA,"grass","native"
"1021",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"ELYELY",NA,"grass","native"
"1022",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"KOEMAC",NA,"grass","native"
"1023",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"PSESPE",NA,"grass","native"
"1024",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"BROTEC",75,"grass","exotic"
"1025",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"CENSTO",NA,"forb","exotic"
"1026",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"EUPESU",NA,"forb","exotic"
"1027",4,"C","BROTEC",2022,"T","W",75,0,NA,NA,NA,NA,NA,NA,5,80,"POTREC",NA,"forb","exotic"
"1028",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"ACHMIL",NA,"forb","native"
"1029",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"ERISPE",NA,"forb","native"
"1030",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"GAIARI",NA,"forb","native"
"1031",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"LINLEW",NA,"forb","native"
"1032",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"PENSTR",NA,"forb","native"
"1033",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"BOUGRA",NA,"grass","native"
"1034",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"ELYELY",NA,"grass","native"
"1035",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"KOEMAC",NA,"grass","native"
"1036",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"PSESPE",NA,"grass","native"
"1037",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"BROTEC",85,"grass","exotic"
"1038",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"CENSTO",NA,"forb","exotic"
"1039",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"EUPESU",NA,"forb","exotic"
"1040",4,"D","BROTEC",2022,"T","C",85,0,NA,NA,NA,NA,NA,NA,5,90,"POTREC",NA,"forb","exotic"
"1041",5,"A","POTREC",2022,"T","W",10,0,NA,NA,NA,NA,NA,NA,15,25,"ACHMIL",NA,"forb","native"
"1042",5,"A","POTREC",2022,"T","W",10,0,NA,NA,NA,NA,NA,NA,15,25,"ERISPE",NA,"forb","native"
"1043",5,"A","POTREC",2022,"T","W",10,0,NA,NA,NA,NA,NA,NA,15,25,"GAIARI",NA,"forb","native"
